account_name,date,value
02XX_E_MPCT_US,2013-06-01,1.7
02XX_E_MPCT_US,2013-07-01,1.7
02XX_E_MPCT_US,2013-08-01,2.0
02XX_E_MPCT_US,2013-09-01,1.9
02XX_E_MPCT_US,2013-10-01,2.6
02XX_E_MPCT_US,2013-11-01,1.3
02XX_E_MPCT_US,2013-12-01,1.3
02XX_E_MPCT_US,2014-01-01,2.5
02XX_E_MPCT_US,2014-02-01,1.6
02XX_E_MPCT_US,2014-03-01,1.3
02XX_E_MPCT_US,2014-04-01,1.6
02XX_E_MPCT_US,2014-05-01,1.3
02XX_E_MPCT_US,2014-06-01,1.3
02XX_E_MPCT_US,2014-07-01,1.0
02XX_E_MPCT_US,2014-08-01,1.3
02XX_E_MPCT_US,2014-09-01,1.5
02XX_E_MPCT_US,2014-10-01,1.7
02XX_E_MPCT_US,2014-11-01,1.1
02XX_E_MPCT_US,2014-12-01,1.3
02XX_E_MPCT_US,2015-01-01,1.2
02XX_E_MPCT_US,2015-02-01,1.2
02XX_E_MPCT_US,2015-03-01,1.3
02XX_E_MPCV_US,2012-01-01,3.8
02XX_E_MPCV_US,2012-02-01,2.2
02XX_E_MPCV_US,2012-03-01,3.0
02XX_E_MPCV_US,2012-04-01,4.4
02XX_E_MPCV_US,2012-05-01,4.8
02XX_E_MPCV_US,2012-06-01,5.0
02XX_E_MPCV_US,2012-07-01,3.6
02XX_E_MPCV_US,2012-08-01,2.0
02XX_E_MPCV_US,2012-09-01,1.9
02XX_E_MPCV_US,2012-10-01,1.8
02XX_E_MPCV_US,2012-11-01,1.9
02XX_E_MPCV_US,2012-12-01,2.3
02XX_E_MPCV_US,2013-01-01,2.3
02XX_E_MPCV_US,2013-02-01,2.1
02XX_E_MPCV_US,2013-03-01,2.1
02XX_E_MPCV_US,2013-04-01,1.8
02XX_E_MPCV_US,2013-05-01,2.0
02XX_E_MPCV_US,2013-06-01,2.0
02XX_E_MPCV_US,2013-07-01,2.1
02XX_E_MPCV_US,2013-08-01,2.4
02XX_E_MPCV_US,2013-09-01,2.3
02XX_E_MPCV_US,2013-10-01,2.1
02XX_E_MPCV_US,2013-11-01,1.5
02XX_E_MPCV_US,2013-12-01,1.6
02XX_E_MPCV_US,2014-01-01,3.1
02XX_E_MPCV_US,2014-02-01,1.9
02XX_E_MPCV_US,2014-03-01,1.5
02XX_E_MPCV_US,2014-04-01,1.8
02XX_E_MPCV_US,2014-05-01,1.5
02XX_E_MPCV_US,2014-06-01,1.5
02XX_E_MPCV_US,2014-07-01,1.0
02XX_E_MPCV_US,2014-08-01,1.4
02XX_E_MPCV_US,2014-09-01,1.7
02XX_E_MPCV_US,2014-10-01,1.9
02XX_E_MPCV_US,2014-11-01,1.2
02XX_E_MPCV_US,2014-12-01,1.3
02XX_E_MPCV_US,2015-01-01,1.3
02XX_E_MPCV_US,2015-02-01,1.3
02XX_E_MPCV_US,2015-03-01,1.4
02XX_E_P_US,2012-01-01,2.6
02XX_E_P_US,2012-02-01,2.6
02XX_E_P_US,2012-03-01,2.6
02XX_E_P_US,2012-04-01,2.5
02XX_E_P_US,2012-05-01,2.5
02XX_E_P_US,2012-06-01,2.5
02XX_E_P_US,2012-07-01,2.5
02XX_E_P_US,2012-08-01,2.4
02XX_E_P_US,2012-09-01,2.5
02XX_E_P_US,2012-10-01,2.6
02XX_E_P_US,2012-11-01,2.6
02XX_E_P_US,2012-12-01,2.6
02XX_E_P_US,2013-01-01,2.6
02XX_E_P_US,2013-02-01,2.6
02XX_E_P_US,2013-03-01,2.6
02XX_E_P_US,2013-04-01,2.6
02XX_E_P_US,2013-05-01,2.6
02XX_E_P_US,2013-06-01,2.7
02XX_E_P_US,2013-07-01,2.7
02XX_E_P_US,2013-08-01,2.9
02XX_E_P_US,2013-09-01,2.9
02XX_E_P_US,2013-10-01,3.2
02XX_E_P_US,2013-11-01,3.2
02XX_E_P_US,2013-12-01,3.4
02XX_E_P_US,2014-01-01,3.4
02XX_E_P_US,2014-02-01,3.4
02XX_E_P_US,2014-03-01,3.5
02XX_E_P_US,2014-04-01,3.6
02XX_E_P_US,2014-05-01,3.6
02XX_E_P_US,2014-06-01,3.6
02XX_E_P_US,2014-07-01,3.6
02XX_E_P_US,2014-08-01,3.5
02XX_E_P_US,2014-09-01,3.4
02XX_E_P_US,2014-10-01,3.1
02XX_E_P_US,2014-11-01,3.0
02XX_E_P_US,2014-12-01,3.0
02XX_E_P_US,2015-01-01,2.9
02XX_E_P_US,2015-02-01,3.1
02XX_E_P_US,2015-03-01,3.1
02XX_E_T_US,2012-01-01,2.8
02XX_E_T_US,2012-02-01,2.8
02XX_E_T_US,2012-03-01,2.9
02XX_E_T_US,2012-04-01,3.1
02XX_E_T_US,2012-05-01,3.3
02XX_E_T_US,2012-06-01,3.3
02XX_E_T_US,2012-07-01,3.3
02XX_E_T_US,2012-08-01,3.4
02XX_E_T_US,2012-09-01,3.4
02XX_E_T_US,2012-10-01,3.5
02XX_E_T_US,2012-11-01,3.5
02XX_E_T_US,2012-12-01,3.6
02XX_E_T_US,2013-01-01,3.7
02XX_E_T_US,2013-02-01,3.6
02XX_E_T_US,2013-03-01,3.6
02XX_E_T_US,2013-04-01,3.5
02XX_E_T_US,2013-05-01,3.3
02XX_E_T_US,2013-06-01,3.3
02XX_E_T_US,2013-07-01,3.2
02XX_E_T_US,2013-08-01,3.2
02XX_E_T_US,2013-09-01,3.1
02XX_E_T_US,2013-10-01,3.0
02XX_E_T_US,2013-11-01,2.9
02XX_E_T_US,2013-12-01,2.9
02XX_E_T_US,2014-01-01,2.7
02XX_E_T_US,2014-02-01,2.6
02XX_E_T_US,2014-03-01,2.5
02XX_E_T_US,2014-04-01,2.4
02XX_E_T_US,2014-05-01,2.3
02XX_E_T_US,2014-06-01,2.2
02XX_E_T_US,2014-07-01,2.1
02XX_E_T_US,2014-08-01,2.0
02XX_E_T_US,2014-09-01,1.9
02XX_E_T_US,2014-10-01,1.9
02XX_E_T_US,2014-11-01,1.9
02XX_E_T_US,2014-12-01,1.8
02XX_E_T_US,2015-01-01,1.8
02XX_E_T_US,2015-02-01,1.8
02XX_E_T_US,2015-03-01,1.8
02XX_E_V_US,2012-01-01,4.3
02XX_E_V_US,2012-02-01,4.4
02XX_E_V_US,2012-03-01,4.5
02XX_E_V_US,2012-04-01,4.8
02XX_E_V_US,2012-05-01,5.1
02XX_E_V_US,2012-06-01,5.0
02XX_E_V_US,2012-07-01,5.2
02XX_E_V_US,2012-08-01,5.2
02XX_E_V_US,2012-09-01,5.2
02XX_E_V_US,2012-10-01,5.2
02XX_E_V_US,2012-11-01,5.1
02XX_E_V_US,2012-12-01,5.2
02XX_E_V_US,2013-01-01,5.3
02XX_E_V_US,2013-02-01,5.2
02XX_E_V_US,2013-03-01,5.1
02XX_E_V_US,2013-04-01,4.9
02XX_E_V_US,2013-05-01,4.6
02XX_E_V_US,2013-06-01,4.6
02XX_E_V_US,2013-07-01,4.4
02XX_E_V_US,2013-08-01,4.3
02XX_E_V_US,2013-09-01,4.1
02XX_E_V_US,2013-10-01,3.9
02XX_E_V_US,2013-11-01,3.7
02XX_E_V_US,2013-12-01,3.6
02XX_E_V_US,2014-01-01,3.4
02XX_E_V_US,2014-02-01,3.2
02XX_E_V_US,2014-03-01,3.0
02XX_E_V_US,2014-04-01,2.9
02XX_E_V_US,2014-05-01,2.7
02XX_E_V_US,2014-06-01,2.6
02XX_E_V_US,2014-07-01,2.4
02XX_E_V_US,2014-08-01,2.3
02XX_E_V_US,2014-09-01,2.2
02XX_E_V_US,2014-10-01,2.3
02XX_E_V_US,2014-11-01,2.2
02XX_E_V_US,2014-12-01,2.1
02XX_E_V_US,2015-01-01,2.1
02XX_E_V_US,2015-02-01,2.1
02XX_E_V_US,2015-03-01,2.1
02XX_P_US,2012-01-01,876.0
02XX_P_US,2012-02-01,825.0
02XX_P_US,2012-03-01,918.0
02XX_P_US,2012-04-01,960.0
02XX_P_US,2012-05-01,905.0
02XX_P_US,2012-06-01,919.0
02XX_P_US,2012-07-01,861.0
02XX_P_US,2012-08-01,919.0
02XX_P_US,2012-09-01,880.0
02XX_P_US,2012-10-01,794.0
02XX_P_US,2012-11-01,766.0
02XX_P_US,2012-12-01,732.0
02XX_P_US,2013-01-01,625.0
02XX_P_US,2013-02-01,612.0
02XX_P_US,2013-03-01,595.0
02XX_P_US,2013-04-01,659.0
02XX_P_US,2013-05-01,662.0
02XX_P_US,2013-06-01,724.0
02XX_P_US,2013-07-01,670.0
02XX_P_US,2013-08-01,652.0
02XX_P_US,2013-09-01,700.0
02XX_P_US,2013-10-01,696.0
02XX_P_US,2013-11-01,637.0
02XX_P_US,2013-12-01,615.0
02XX_P_US,2014-01-01,566.0
02XX_P_US,2014-02-01,579.0
02XX_P_US,2014-03-01,629.0
02XX_P_US,2014-04-01,645.0
02XX_P_US,2014-05-01,656.0
02XX_P_US,2014-06-01,675.0
02XX_P_US,2014-07-01,667.0
02XX_P_US,2014-08-01,655.0
02XX_P_US,2014-09-01,711.0
02XX_P_US,2014-10-01,657.0
02XX_P_US,2014-11-01,626.0
02XX_P_US,2014-12-01,653.0
02XX_P_US,2015-01-01,613.0
02XX_P_US,2015-02-01,593.0
02XX_P_US,2015-03-01,620.0
02XX_T_US,2012-01-01,2823.0
02XX_T_US,2012-02-01,2893.0
02XX_T_US,2012-03-01,3072.0
02XX_T_US,2012-04-01,3094.0
02XX_T_US,2012-05-01,3156.0
02XX_T_US,2012-06-01,3190.0
02XX_T_US,2012-07-01,3201.0
02XX_T_US,2012-08-01,3365.0
02XX_T_US,2012-09-01,3433.0
02XX_T_US,2012-10-01,3395.0
02XX_T_US,2012-11-01,3163.0
02XX_T_US,2012-12-01,3015.0
02XX_T_US,2013-01-01,2810.0
02XX_T_US,2013-02-01,2707.0
02XX_T_US,2013-03-01,2859.0
02XX_T_US,2013-04-01,2897.0
02XX_T_US,2013-05-01,3043.0
02XX_T_US,2013-06-01,3121.0
02XX_T_US,2013-07-01,3189.0
02XX_T_US,2013-08-01,3263.0
02XX_T_US,2013-09-01,3514.0
02XX_T_US,2013-10-01,3605.0
02XX_T_US,2013-11-01,3526.0
02XX_T_US,2013-12-01,3445.0
02XX_T_US,2014-01-01,3267.0
02XX_T_US,2014-02-01,3265.0
02XX_T_US,2014-03-01,3446.0
02XX_T_US,2014-04-01,3781.0
02XX_T_US,2014-05-01,3898.0
02XX_T_US,2014-06-01,4058.0
02XX_T_US,2014-07-01,4019.0
02XX_T_US,2014-08-01,4061.0
02XX_T_US,2014-09-01,4342.0
02XX_T_US,2014-10-01,4345.0
02XX_T_US,2014-11-01,4068.0
02XX_T_US,2014-12-01,4034.0
02XX_T_US,2015-01-01,3842.0
02XX_T_US,2015-02-01,3878.0
02XX_T_US,2015-03-01,4173.0
02XX_V_US,2012-01-01,1947.0
02XX_V_US,2012-02-01,2068.0
02XX_V_US,2012-03-01,2154.0
02XX_V_US,2012-04-01,2134.0
02XX_V_US,2012-05-01,2251.0
02XX_V_US,2012-06-01,2271.0
02XX_V_US,2012-07-01,2340.0
02XX_V_US,2012-08-01,2446.0
02XX_V_US,2012-09-01,2553.0
02XX_V_US,2012-10-01,2602.0
02XX_V_US,2012-11-01,2398.0
02XX_V_US,2012-12-01,2283.0
02XX_V_US,2013-01-01,2186.0
02XX_V_US,2013-02-01,2095.0
02XX_V_US,2013-03-01,2264.0
02XX_V_US,2013-04-01,2238.0
02XX_V_US,2013-05-01,2381.0
02XX_V_US,2013-06-01,2398.0
02XX_V_US,2013-07-01,2519.0
02XX_V_US,2013-08-01,2611.0
02XX_V_US,2013-09-01,2814.0
02XX_V_US,2013-10-01,2909.0
02XX_V_US,2013-11-01,2889.0
02XX_V_US,2013-12-01,2830.0
02XX_V_US,2014-01-01,2701.0
02XX_V_US,2014-02-01,2686.0
02XX_V_US,2014-03-01,2817.0
02XX_V_US,2014-04-01,3136.0
02XX_V_US,2014-05-01,3243.0
02XX_V_US,2014-06-01,3383.0
02XX_V_US,2014-07-01,3351.0
02XX_V_US,2014-08-01,3406.0
02XX_V_US,2014-09-01,3632.0
02XX_V_US,2014-10-01,3688.0
02XX_V_US,2014-11-01,3442.0
02XX_V_US,2014-12-01,3381.0
02XX_V_US,2015-01-01,3229.0
02XX_V_US,2015-02-01,3285.0
02XX_V_US,2015-03-01,3553.0
03XX_E_MPCP_US,2012-01-01,3.1
03XX_E_MPCP_US,2012-02-01,2.9
03XX_E_MPCP_US,2012-03-01,3.3
03XX_E_MPCP_US,2012-04-01,2.1
03XX_E_MPCP_US,2012-05-01,6.9
03XX_E_MPCP_US,2012-06-01,6.8
03XX_E_MPCP_US,2012-07-01,5.9
03XX_E_MPCP_US,2012-08-01,6.8
03XX_E_MPCP_US,2012-09-01,2.5
03XX_E_MPCP_US,2012-10-01,15.2
03XX_E_MPCP_US,2012-11-01,10.3
03XX_E_MPCP_US,2012-12-01,4.7
03XX_E_MPCP_US,2013-01-01,6.0
03XX_E_MPCP_US,2013-02-01,8.1
03XX_E_MPCP_US,2013-03-01,8.6
03XX_E_MPCP_US,2013-04-01,4.4
03XX_E_MPCP_US,2013-05-01,10.9
03XX_E_MPCP_US,2013-06-01,4.8
03XX_E_MPCP_US,2013-07-01,5.0
03XX_E_MPCP_US,2013-08-01,6.7
03XX_E_MPCP_US,2013-09-01,3.3
03XX_E_MPCP_US,2013-10-01,5.1
03XX_E_MPCP_US,2013-11-01,10.8
03XX_E_MPCP_US,2013-12-01,7.5
03XX_E_MPCP_US,2014-01-01,3.4
03XX_E_MPCP_US,2014-02-01,5.4
03XX_E_MPCP_US,2014-03-01,4.1
03XX_E_MPCP_US,2014-04-01,6.1
03XX_E_MPCP_US,2014-05-01,4.8
03XX_E_MPCP_US,2014-06-01,19.8
03XX_E_MPCP_US,2014-07-01,2.7
03XX_E_MPCP_US,2014-08-01,7.2
03XX_E_MPCP_US,2014-09-01,5.8
03XX_E_MPCP_US,2014-10-01,4.0
03XX_E_MPCP_US,2014-11-01,5.7
03XX_E_MPCP_US,2014-12-01,8.5
03XX_E_MPCP_US,2015-01-01,5.8
03XX_E_MPCP_US,2015-02-01,7.9
03XX_E_MPCP_US,2015-03-01,7.2
03XX_E_MPCT_US,2012-01-01,2.1
03XX_E_MPCT_US,2012-02-01,2.4
03XX_E_MPCT_US,2012-03-01,1.8
03XX_E_MPCT_US,2012-04-01,2.5
03XX_E_MPCT_US,2012-05-01,2.9
03XX_E_MPCT_US,2012-06-01,2.5
03XX_E_MPCT_US,2012-07-01,2.4
03XX_E_MPCT_US,2012-08-01,2.5
03XX_E_MPCT_US,2012-09-01,2.0
03XX_E_MPCT_US,2012-10-01,3.4
03XX_E_MPCT_US,2012-11-01,2.8
03XX_E_MPCT_US,2012-12-01,2.7
03XX_E_MPCT_US,2013-01-01,2.3
03XX_E_MPCT_US,2013-02-01,2.4
03XX_E_MPCT_US,2013-03-01,2.2
03XX_E_MPCT_US,2013-04-01,2.0
03XX_E_MPCT_US,2013-05-01,2.1
03XX_E_MPCT_US,2013-06-01,1.8
03XX_E_MPCT_US,2013-07-01,2.1
03XX_E_MPCT_US,2013-08-01,2.3
03XX_E_MPCT_US,2013-09-01,1.6
03XX_E_MPCT_US,2013-10-01,1.4
03XX_E_MPCT_US,2013-11-01,2.1
03XX_E_MPCT_US,2013-12-01,1.9
03XX_E_MPCT_US,2014-01-01,1.7
03XX_E_MPCT_US,2014-02-01,2.0
03XX_E_MPCT_US,2014-03-01,1.7
03XX_E_MPCT_US,2014-04-01,1.8
03XX_E_MPCT_US,2014-05-01,1.6
03XX_E_MPCT_US,2014-06-01,2.1
03XX_E_MPCT_US,2014-07-01,1.8
03XX_E_MPCT_US,2014-08-01,2.1
03XX_E_MPCT_US,2014-09-01,1.5
03XX_E_MPCT_US,2014-10-01,1.3
03XX_E_MPCT_US,2014-11-01,1.5
03XX_E_MPCT_US,2014-12-01,1.3
03XX_E_MPCT_US,2015-01-01,1.6
03XX_E_MPCT_US,2015-02-01,1.9
03XX_E_MPCT_US,2015-03-01,1.8
03XX_E_MPCV_US,2012-01-01,2.4
03XX_E_MPCV_US,2012-02-01,2.6
03XX_E_MPCV_US,2012-03-01,2.0
03XX_E_MPCV_US,2012-04-01,2.7
03XX_E_MPCV_US,2012-05-01,3.1
03XX_E_MPCV_US,2012-06-01,2.7
03XX_E_MPCV_US,2012-07-01,2.5
03XX_E_MPCV_US,2012-08-01,2.6
03XX_E_MPCV_US,2012-09-01,2.1
03XX_E_MPCV_US,2012-10-01,3.3
03XX_E_MPCV_US,2012-11-01,2.9
03XX_E_MPCV_US,2012-12-01,2.9
03XX_E_MPCV_US,2013-01-01,2.4
03XX_E_MPCV_US,2013-02-01,2.5
03XX_E_MPCV_US,2013-03-01,2.2
03XX_E_MPCV_US,2013-04-01,2.1
03XX_E_MPCV_US,2013-05-01,2.2
03XX_E_MPCV_US,2013-06-01,1.9
03XX_E_MPCV_US,2013-07-01,2.2
03XX_E_MPCV_US,2013-08-01,2.4
03XX_E_MPCV_US,2013-09-01,1.6
03XX_E_MPCV_US,2013-10-01,1.5
03XX_E_MPCV_US,2013-11-01,2.1
03XX_E_MPCV_US,2013-12-01,2.0
03XX_E_MPCV_US,2014-01-01,1.8
03XX_E_MPCV_US,2014-02-01,2.0
03XX_E_MPCV_US,2014-03-01,1.8
03XX_E_MPCV_US,2014-04-01,1.9
03XX_E_MPCV_US,2014-05-01,1.7
03XX_E_MPCV_US,2014-06-01,2.0
03XX_E_MPCV_US,2014-07-01,1.8
03XX_E_MPCV_US,2014-08-01,2.2
03XX_E_MPCV_US,2014-09-01,1.5
03XX_E_MPCV_US,2014-10-01,1.4
03XX_E_MPCV_US,2014-11-01,1.5
03XX_E_MPCV_US,2014-12-01,1.3
03XX_E_MPCV_US,2015-01-01,1.6
03XX_E_MPCV_US,2015-02-01,1.9
03XX_E_MPCV_US,2015-03-01,1.8
03XX_E_P_US,2012-01-01,7.4
03XX_E_P_US,2012-02-01,7.5
03XX_E_P_US,2012-03-01,7.4
03XX_E_P_US,2012-04-01,6.9
03XX_E_P_US,2012-05-01,6.5
03XX_E_P_US,2012-06-01,6.3
03XX_E_P_US,2012-07-01,6.0
03XX_E_P_US,2012-08-01,5.8
03XX_E_P_US,2012-09-01,5.7
03XX_E_P_US,2012-10-01,6.9
03XX_E_P_US,2012-11-01,7.3
03XX_E_P_US,2012-12-01,7.4
03XX_E_P_US,2013-01-01,8.0
03XX_E_P_US,2013-02-01,8.5
03XX_E_P_US,2013-03-01,9.3
03XX_E_P_US,2013-04-01,10.1
03XX_E_P_US,2013-05-01,10.1
03XX_E_P_US,2013-06-01,10.1
03XX_E_P_US,2013-07-01,10.2
03XX_E_P_US,2013-08-01,10.1
03XX_E_P_US,2013-09-01,10.0
03XX_E_P_US,2013-10-01,8.8
03XX_E_P_US,2013-11-01,8.5
03XX_E_P_US,2013-12-01,8.3
03XX_E_P_US,2014-01-01,7.9
03XX_E_P_US,2014-02-01,7.3
03XX_E_P_US,2014-03-01,6.5
03XX_E_P_US,2014-04-01,5.9
03XX_E_P_US,2014-05-01,5.7
03XX_E_P_US,2014-06-01,5.7
03XX_E_P_US,2014-07-01,5.5
03XX_E_P_US,2014-08-01,5.7
03XX_E_P_US,2014-09-01,6.0
03XX_E_P_US,2014-10-01,6.0
03XX_E_P_US,2014-11-01,6.3
03XX_E_P_US,2014-12-01,6.6
03XX_E_P_US,2015-01-01,6.6
03XX_E_P_US,2015-02-01,6.8
03XX_E_P_US,2015-03-01,7.1
03XX_E_T_US,2012-01-01,3.6
03XX_E_T_US,2012-02-01,3.7
03XX_E_T_US,2012-03-01,3.8
03XX_E_T_US,2012-04-01,3.9
03XX_E_T_US,2012-05-01,3.9
03XX_E_T_US,2012-06-01,3.8
03XX_E_T_US,2012-07-01,3.8
03XX_E_T_US,2012-08-01,3.7
03XX_E_T_US,2012-09-01,3.7
03XX_E_T_US,2012-10-01,3.7
03XX_E_T_US,2012-11-01,3.7
03XX_E_T_US,2012-12-01,3.6
03XX_E_T_US,2013-01-01,3.5
03XX_E_T_US,2013-02-01,3.5
03XX_E_T_US,2013-03-01,3.3
03XX_E_T_US,2013-04-01,3.1
03XX_E_T_US,2013-05-01,3.1
03XX_E_T_US,2013-06-01,3.0
03XX_E_T_US,2013-07-01,3.0
03XX_E_T_US,2013-08-01,3.0
03XX_E_T_US,2013-09-01,2.9
03XX_E_T_US,2013-10-01,2.8
03XX_E_T_US,2013-11-01,2.8
03XX_E_T_US,2013-12-01,2.8
03XX_E_T_US,2014-01-01,2.7
03XX_E_T_US,2014-02-01,2.7
03XX_E_T_US,2014-03-01,2.7
03XX_E_T_US,2014-04-01,2.6
03XX_E_T_US,2014-05-01,2.6
03XX_E_T_US,2014-06-01,2.6
03XX_E_T_US,2014-07-01,2.5
03XX_E_T_US,2014-08-01,2.5
03XX_E_T_US,2014-09-01,2.4
03XX_E_T_US,2014-10-01,2.3
03XX_E_T_US,2014-11-01,2.3
03XX_E_T_US,2014-12-01,2.2
03XX_E_T_US,2015-01-01,2.2
03XX_E_T_US,2015-02-01,2.2
03XX_E_T_US,2015-03-01,2.2
03XX_E_V_US,2012-01-01,4.0
03XX_E_V_US,2012-02-01,4.0
03XX_E_V_US,2012-03-01,4.2
03XX_E_V_US,2012-04-01,4.3
03XX_E_V_US,2012-05-01,4.3
03XX_E_V_US,2012-06-01,4.2
03XX_E_V_US,2012-07-01,4.2
03XX_E_V_US,2012-08-01,4.1
03XX_E_V_US,2012-09-01,4.0
03XX_E_V_US,2012-10-01,4.0
03XX_E_V_US,2012-11-01,4.0
03XX_E_V_US,2012-12-01,3.9
03XX_E_V_US,2013-01-01,3.8
03XX_E_V_US,2013-02-01,3.8
03XX_E_V_US,2013-03-01,3.5
03XX_E_V_US,2013-04-01,3.3
03XX_E_V_US,2013-05-01,3.2
03XX_E_V_US,2013-06-01,3.2
03XX_E_V_US,2013-07-01,3.1
03XX_E_V_US,2013-08-01,3.1
03XX_E_V_US,2013-09-01,3.0
03XX_E_V_US,2013-10-01,2.9
03XX_E_V_US,2013-11-01,2.9
03XX_E_V_US,2013-12-01,2.9
03XX_E_V_US,2014-01-01,2.9
03XX_E_V_US,2014-02-01,2.8
03XX_E_V_US,2014-03-01,2.8
03XX_E_V_US,2014-04-01,2.7
03XX_E_V_US,2014-05-01,2.7
03XX_E_V_US,2014-06-01,2.7
03XX_E_V_US,2014-07-01,2.6
03XX_E_V_US,2014-08-01,2.5
03XX_E_V_US,2014-09-01,2.5
03XX_E_V_US,2014-10-01,2.4
03XX_E_V_US,2014-11-01,2.3
03XX_E_V_US,2014-12-01,2.3
03XX_E_V_US,2015-01-01,2.3
03XX_E_V_US,2015-02-01,2.3
03XX_E_V_US,2015-03-01,2.3
03XX_P_US,2012-01-01,239.0
03XX_P_US,2012-02-01,226.0
03XX_P_US,2012-03-01,263.0
03XX_P_US,2012-04-01,254.0
03XX_P_US,2012-05-01,254.0
03XX_P_US,2012-06-01,277.0
03XX_P_US,2012-07-01,239.0
03XX_P_US,2012-08-01,266.0
03XX_P_US,2012-09-01,288.0
03XX_P_US,2012-10-01,239.0
03XX_P_US,2012-11-01,258.0
03XX_P_US,2012-12-01,219.0
03XX_P_US,2013-01-01,187.0
03XX_P_US,2013-02-01,185.0
03XX_P_US,2013-03-01,197.0
03XX_P_US,2013-04-01,205.0
03XX_P_US,2013-05-01,194.0
03XX_P_US,2013-06-01,179.0
03XX_P_US,2013-07-01,186.0
03XX_P_US,2013-08-01,178.0
03XX_P_US,2013-09-01,199.0
03XX_P_US,2013-10-01,161.0
03XX_P_US,2013-11-01,180.0
03XX_P_US,2013-12-01,161.0
03XX_P_US,2014-01-01,120.0
03XX_P_US,2014-02-01,127.0
03XX_P_US,2014-03-01,127.0
03XX_P_US,2014-04-01,138.0
03XX_P_US,2014-05-01,165.0
03XX_P_US,2014-06-01,177.0
03XX_P_US,2014-07-01,155.0
03XX_P_US,2014-08-01,178.0
03XX_P_US,2014-09-01,216.0
03XX_P_US,2014-10-01,191.0
03XX_P_US,2014-11-01,189.0
03XX_P_US,2014-12-01,168.0
03XX_P_US,2015-01-01,129.0
03XX_P_US,2015-02-01,150.0
03XX_P_US,2015-03-01,163.0
03XX_T_US,2012-01-01,3207.0
03XX_T_US,2012-02-01,3270.0
03XX_T_US,2012-03-01,3588.0
03XX_T_US,2012-04-01,3919.0
03XX_T_US,2012-05-01,4033.0
03XX_T_US,2012-06-01,4223.0
03XX_T_US,2012-07-01,4232.0
03XX_T_US,2012-08-01,4345.0
03XX_T_US,2012-09-01,4420.0
03XX_T_US,2012-10-01,4418.0
03XX_T_US,2012-11-01,4038.0
03XX_T_US,2012-12-01,3642.0
03XX_T_US,2013-01-01,3543.0
03XX_T_US,2013-02-01,3774.0
03XX_T_US,2013-03-01,3920.0
03XX_T_US,2013-04-01,4210.0
03XX_T_US,2013-05-01,4427.0
03XX_T_US,2013-06-01,4549.0
03XX_T_US,2013-07-01,4726.0
03XX_T_US,2013-08-01,4779.0
03XX_T_US,2013-09-01,4929.0
03XX_T_US,2013-10-01,5020.0
03XX_T_US,2013-11-01,4845.0
03XX_T_US,2013-12-01,4438.0
03XX_T_US,2014-01-01,3894.0
03XX_T_US,2014-02-01,4155.0
03XX_T_US,2014-03-01,4492.0
03XX_T_US,2014-04-01,4857.0
03XX_T_US,2014-05-01,5148.0
03XX_T_US,2014-06-01,5433.0
03XX_T_US,2014-07-01,5542.0
03XX_T_US,2014-08-01,5855.0
03XX_T_US,2014-09-01,6164.0
03XX_T_US,2014-10-01,6244.0
03XX_T_US,2014-11-01,5740.0
03XX_T_US,2014-12-01,5319.0
03XX_T_US,2015-01-01,4648.0
03XX_T_US,2015-02-01,4529.0
03XX_T_US,2015-03-01,4983.0
03XX_V_US,2012-01-01,2968.0
03XX_V_US,2012-02-01,3044.0
03XX_V_US,2012-03-01,3325.0
03XX_V_US,2012-04-01,3664.0
03XX_V_US,2012-05-01,3779.0
03XX_V_US,2012-06-01,3946.0
03XX_V_US,2012-07-01,3993.0
03XX_V_US,2012-08-01,4079.0
03XX_V_US,2012-09-01,4133.0
03XX_V_US,2012-10-01,4178.0
03XX_V_US,2012-11-01,3781.0
03XX_V_US,2012-12-01,3423.0
03XX_V_US,2013-01-01,3355.0
03XX_V_US,2013-02-01,3589.0
03XX_V_US,2013-03-01,3722.0
03XX_V_US,2013-04-01,4005.0
03XX_V_US,2013-05-01,4233.0
03XX_V_US,2013-06-01,4370.0
03XX_V_US,2013-07-01,4539.0
03XX_V_US,2013-08-01,4601.0
03XX_V_US,2013-09-01,4730.0
03XX_V_US,2013-10-01,4859.0
03XX_V_US,2013-11-01,4665.0
03XX_V_US,2013-12-01,4277.0
03XX_V_US,2014-01-01,3774.0
03XX_V_US,2014-02-01,4028.0
03XX_V_US,2014-03-01,4364.0
03XX_V_US,2014-04-01,4719.0
03XX_V_US,2014-05-01,4983.0
03XX_V_US,2014-06-01,5256.0
03XX_V_US,2014-07-01,5387.0
03XX_V_US,2014-08-01,5677.0
03XX_V_US,2014-09-01,5948.0
03XX_V_US,2014-10-01,6053.0
03XX_V_US,2014-11-01,5551.0
03XX_V_US,2014-12-01,5151.0
03XX_V_US,2015-01-01,4519.0
03XX_V_US,2015-02-01,4379.0
03XX_V_US,2015-03-01,4820.0
04XX_E_MPCP_US,2012-01-01,3.5
04XX_E_MPCP_US,2012-02-01,3.4
04XX_E_MPCP_US,2012-03-01,2.6
04XX_E_MPCP_US,2012-04-01,2.5
04XX_E_MPCP_US,2012-05-01,1.8
04XX_E_MPCP_US,2012-06-01,1.4
04XX_E_MPCP_US,2012-07-01,1.7
04XX_E_MPCP_US,2012-08-01,1.6
